"name","price","originalPrice","discount","rating","reviewCount","image","images","category","sizes","colors","badge","compatibleBikes","description","specifications","inStock","stockQuantity","createdAt","updatedAt"
"Heritage Levers",0,"",0,23,0,"https://puigusa.com/uploads/350x250e/2024/09/27/FJORk6QsyC2rLIM6DEC9uZ93xjZeRBHbwK1DWdwo.jpg","https://puigusa.com/uploads/350x250e/2024/09/27/FJORk6QsyC2rLIM6DEC9uZ93xjZeRBHbwK1DWdwo.jpg","Levers","","","new","KTM Duke 390|Yamaha R15|Bajaj Pulsar NS200","Heritage style motorcycle levers","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Footpegs Off-Road",29,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1103289/fotos/21195a.jpg","https://puigusa.com/uploads/1250x1000p/products/1103289/fotos/21195a.jpg","Footpegs","","","new","Honda CB350|TVS Apache RTR 160|Royal Enfield Hunter 350","Off-road footpegs for motorcycles","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Adaptor adjustable rider footpeg",26.78,"",0,0,0,"https://puigusa.com/uploads/350x250e/2025/03/06/ENY27slPyDq7aOnJf0wG8teLnsvkIhF6hi9q2FHb.jpg","https://puigusa.com/uploads/350x250e/2025/03/06/ENY27slPyDq7aOnJf0wG8teLnsvkIhF6hi9q2FHb.jpg","Footpeg Adaptors","","","new","Yamaha R15|TVS Apache RTR 160|Royal Enfield Hunter 350","Adjustable adaptor for rider footpeg","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Footpegs Sport",0,"",0,58,0,"https://puigusa.com/uploads/1250x1000p/products/1106010/fotos/20556n.jpg","https://puigusa.com/uploads/1250x1000p/products/1106010/fotos/20556n.jpg","Footpegs","","","discount","KTM Duke 390|Yamaha R15|Honda CB350","Sport style motorcycle footpegs","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Clutch lever protector RAW",51,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1112041/fotos/21994l.jpg","https://puigusa.com/uploads/1250x1000p/products/1112041/fotos/21994l.jpg","Lever Protectors","","","bestseller","Royal Enfield Hunter 350|Yamaha R15|Royal Enfield Classic 350","RAW finish clutch lever protector","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Clutch lever protector",60,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1100891/fotos/3877n.jpg","https://puigusa.com/uploads/1250x1000p/products/1100891/fotos/3877n.jpg","Lever Protectors","","","new","Royal Enfield Classic 350|Yamaha R15|KTM Duke 390","Clutch lever protector accessory","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Brake Lever Protector with Rearview Mirror Pro",116,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1108766/fotos/21440v.jpg","https://puigusa.com/uploads/1250x1000p/products/1108766/fotos/21440v.jpg","Lever Protectors","","","new","Honda CB350|KTM Duke 390|Royal Enfield Hunter 350","Brake lever protector with rearview mirror pro","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Scooter levers",46,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1101137/fotos/20366n.jpg","https://puigusa.com/uploads/1250x1000p/products/1101137/fotos/20366n.jpg","Levers","","","new","KTM Duke 390|Royal Enfield Classic 350|Yamaha R15","Brake and clutch levers for scooters","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Adaptor Brake lever",24,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1101203/fotos/22437n.jpg","https://puigusa.com/uploads/1250x1000p/products/1101203/fotos/22437n.jpg","Lever Adaptors","","","new","Royal Enfield Hunter 350|KTM Duke 390|Honda CB350","Adaptor for brake lever fitment","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Adaptor Clutch lever",24,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1101204/fotos/22602n.jpg","https://puigusa.com/uploads/1250x1000p/products/1101204/fotos/22602n.jpg","Lever Adaptors","","","bestseller","KTM Duke 390|Bajaj Pulsar NS200|Honda CB350","Adaptor for clutch lever fitment","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Trail Footpegs",25,"",0,0,0,"https://puigusa.com/uploads/350x250e/2024/09/27/tt09nomVxjzd6TllRl2j235fkKBKoQsVv5KlI1Td.jpg","https://puigusa.com/uploads/350x250e/2024/09/27/tt09nomVxjzd6TllRl2j235fkKBKoQsVv5KlI1Td.jpg","Footpegs","","","bestseller","Bajaj Pulsar NS200|KTM Duke 390|Honda CB350","Trail riding footpegs","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Adaptor Brake Heritage Lever",0,"",0,23,0,"https://puigusa.com/uploads/350x250e/2025/03/06/vpw4QeMReaXsE3imW5xdaMUSyb61QZslw0iayy3Q.jpg","https://puigusa.com/uploads/350x250e/2025/03/06/vpw4QeMReaXsE3imW5xdaMUSyb61QZslw0iayy3Q.jpg","Lever Adaptors","","","bestseller","KTM Duke 390|TVS Apache RTR 160|Royal Enfield Classic 350","Adaptor for brake heritage lever","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Racing Footpegs",0,"",0,25,0,"https://puigusa.com/uploads/350x250e/2024/09/27/1NJh5coElqarkhg1sOhlt35ua0z13gpclMsCmRZV.jpg","https://puigusa.com/uploads/350x250e/2024/09/27/1NJh5coElqarkhg1sOhlt35ua0z13gpclMsCmRZV.jpg","Footpegs","","","bestseller","TVS Apache RTR 160|Royal Enfield Classic 350|Royal Enfield Hunter 350","Racing style motorcycle footpegs","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Heritage Levers",23,"",0,0,0,"https://puigusa.com/uploads/350x250e/2024/09/27/FJORk6QsyC2rLIM6DEC9uZ93xjZeRBHbwK1DWdwo.jpg","https://puigusa.com/uploads/350x250e/2024/09/27/FJORk6QsyC2rLIM6DEC9uZ93xjZeRBHbwK1DWdwo.jpg","Levers","","","discount","KTM Duke 390|Honda CB350|Yamaha R15","Heritage style motorcycle levers","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"R-Fighter S Footpegs",25,"",0,0,0,"https://puigusa.com/uploads/350x250e/2024/11/12/f12TfDFsWUvgVmpxyTLYnw7cAI4rqwvAmTMXqdsQ.jpg","https://puigusa.com/uploads/350x250e/2024/11/12/f12TfDFsWUvgVmpxyTLYnw7cAI4rqwvAmTMXqdsQ.jpg","Footpegs","","","new","Royal Enfield Classic 350|Royal Enfield Hunter 350|Yamaha R15","R-Fighter S series footpegs","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Heritage Footpegs",25,"",0,0,0,"https://puigusa.com/uploads/350x250e/2022/02/09/b411e1c9c8ff651a0226932c44de85d9.jpg","https://puigusa.com/uploads/350x250e/2022/02/09/b411e1c9c8ff651a0226932c44de85d9.jpg","Footpegs","","","bestseller","Honda CB350|Yamaha R15|KTM Duke 390","Heritage style footpegs","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Sport Footpegs",0,"",0,25,0,"https://puigusa.com/uploads/350x250e/2024/09/27/MKYD5nZ9TM313q2U55PgyJhOrhm7OjJFvQDBDFKK.jpg","https://puigusa.com/uploads/350x250e/2024/09/27/MKYD5nZ9TM313q2U55PgyJhOrhm7OjJFvQDBDFKK.jpg","Footpegs","","","new","Royal Enfield Classic 350|KTM Duke 390|Yamaha R15","Sport riding footpegs","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Adaptor Clutch Heritage lever",24,"",0,0,0,"https://puigusa.com/uploads/350x250e/2025/03/06/AKDU3Escp6DkPJhy1EAzo5buJn8Pg8CGoUUEZqIR.jpg","https://puigusa.com/uploads/350x250e/2025/03/06/AKDU3Escp6DkPJhy1EAzo5buJn8Pg8CGoUUEZqIR.jpg","Lever Adaptors","","","discount","Yamaha R15|KTM Duke 390|Honda CB350","Adaptor for clutch heritage lever","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Enduro 2.0. Footpegs",25,"",0,0,0,"https://puigusa.com/uploads/350x250e/2024/09/27/9WXWg6sa09osWWOQe4upYM7xyW9V3HxROCCargZo.jpg","https://puigusa.com/uploads/350x250e/2024/09/27/9WXWg6sa09osWWOQe4upYM7xyW9V3HxROCCargZo.jpg","Footpegs","","","new","Royal Enfield Hunter 350|KTM Duke 390|TVS Apache RTR 160","Enduro 2.0 off-road footpegs","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Adjustable Gear Shift Pedal",77,"",0,0,0,"https://puigusa.com/uploads/350x250e/2024/09/27/mHNGc8pmTOd4pUYEdzTtEfkYkNMmUoPULJBLydfs.jpg","https://puigusa.com/uploads/350x250e/2024/09/27/mHNGc8pmTOd4pUYEdzTtEfkYkNMmUoPULJBLydfs.jpg","Pedals","","","bestseller","Honda CB350|Royal Enfield Hunter 350|KTM Duke 390","Adjustable gear shift pedal accessory","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Semifairing Rally",396,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1102441/fotos/21903w.jpg","https://puigusa.com/uploads/1250x1000p/products/1102441/fotos/21903w.jpg","Fairings","","","bestseller","TVS Apache RTR 160|Royal Enfield Classic 350|Honda CB350","Rally style semifairing accessory","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Beam Auxiliary Lights",68,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1097709/fotos/3489n3.jpg","https://puigusa.com/uploads/1250x1000p/products/1097709/fotos/3489n3.jpg","Lights","","","new","KTM Duke 390|TVS Apache RTR 160|Royal Enfield Classic 350","Beam auxiliary lights","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Putt Turn Lights",29,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1099575/fotos/3734n2.jpg","https://puigusa.com/uploads/1250x1000p/products/1099575/fotos/3734n2.jpg","Turn Lights","","","new","Bajaj Pulsar NS200|KTM Duke 390|TVS Apache RTR 160","Putt style turn lights","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Thin Turn Lights",82,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1096986/fotos/9624n2.jpg","https://puigusa.com/uploads/1250x1000p/products/1096986/fotos/9624n2.jpg","Turn Lights","","","bestseller","Honda CB350|TVS Apache RTR 160|Yamaha R15","Thin profile turn lights","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Rearview Mirror Fold",60,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1105773/fotos/20859n4.jpg","https://puigusa.com/uploads/1250x1000p/products/1105773/fotos/20859n4.jpg","Mirrors","","","discount","Royal Enfield Classic 350|Honda CB350|Yamaha R15","Foldable rearview mirror","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Rearview Adaptors to Faring",17,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1104347/fotos/9975n.jpg","https://puigusa.com/uploads/1250x1000p/products/1104347/fotos/9975n.jpg","Adaptors","","","bestseller","Royal Enfield Hunter 350|Yamaha R15|TVS Apache RTR 160","Rearview mirror adaptors to fairing","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Lumen R Led Headlight",113,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1105310/fotos/20818n3.jpg","https://puigusa.com/uploads/1250x1000p/products/1105310/fotos/20818n3.jpg","Lights","","","new","TVS Apache RTR 160|KTM Duke 390|Yamaha R15","Lumen R LED headlight","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"House Turn Lights",29,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1096514/fotos/9946n.jpg","https://puigusa.com/uploads/1250x1000p/products/1096514/fotos/9946n.jpg","Turn Lights","","","new","Honda CB350|KTM Duke 390|Yamaha R15","House style turn lights","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Front fork supports set for Puig front turn signals",8,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1101966/fotos/9740n.jpg","https://puigusa.com/uploads/1250x1000p/products/1101966/fotos/9740n.jpg","Turn Lights","","","new","Royal Enfield Classic 350|Honda CB350|Yamaha R15","Fork support set for front turn signals","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Tower Turn Lights",34,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1101313/fotos/20424n4.jpg","https://puigusa.com/uploads/1250x1000p/products/1101313/fotos/20424n4.jpg","Turn Lights","","","new","Royal Enfield Classic 350|Royal Enfield Hunter 350|Yamaha R15","Tower style turn lights","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Rugged Turn Lights",49,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1110710/fotos/21784n.jpg","https://puigusa.com/uploads/1250x1000p/products/1110710/fotos/21784n.jpg","Turn Lights","","","bestseller","Bajaj Pulsar NS200|Yamaha R15|TVS Apache RTR 160","Rugged design turn lights","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"LED License Light TRO",23,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/600199/fotos/4645n.JPG","https://puigusa.com/uploads/1250x1000p/products/600199/fotos/4645n.JPG","License Lights","","","bestseller","KTM Duke 390|Royal Enfield Classic 350|Royal Enfield Hunter 350","LED license light TRO","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Revving Grips",28,"",0,0,0,"https://puigusa.com/uploads/350x250e/2025/01/15/z8j6oUxuy9GwcplKAx75Lg0hz134R2gVsQlJNJO7.jpg","https://puigusa.com/uploads/350x250e/2025/01/15/z8j6oUxuy9GwcplKAx75Lg0hz134R2gVsQlJNJO7.jpg","Grips","","","discount","Honda CB350|TVS Apache RTR 160|Bajaj Pulsar NS200","Revving performance grips","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Rearview Adaptor to Lever Axle",27,"",0,0,0,"https://puigusa.com/uploads/350x250e/2025/03/07/5y7XTgdFEedS1wEG7NpkdvQmYA9nlE3sNJ3hSXXo.jpg","https://puigusa.com/uploads/350x250e/2025/03/07/5y7XTgdFEedS1wEG7NpkdvQmYA9nlE3sNJ3hSXXo.jpg","Adaptors","","","discount","KTM Duke 390|Royal Enfield Classic 350|Bajaj Pulsar NS200","Rearview adaptor to lever axle (alternate)","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Supports for mobile devices and covers",4.71,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1098530/fotos/3836n2.jpg","https://puigusa.com/uploads/1250x1000p/products/1098530/fotos/3836n2.jpg","Mobile Accessories","","","new","KTM Duke 390|Royal Enfield Classic 350|Royal Enfield Hunter 350","Mobile device supports and covers","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Race valves",18.7,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/600270/fotos/8100r2.JPG","https://puigusa.com/uploads/1250x1000p/products/600270/fotos/8100r2.JPG","Valves","","","discount","KTM Duke 390|Royal Enfield Classic 350|TVS Apache RTR 160","Race specification valves","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Beam 3.0 Auxiliary Lights",122,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1110716/fotos/21786n2.jpg","https://puigusa.com/uploads/1250x1000p/products/1110716/fotos/21786n2.jpg","Lights","","","bestseller","Honda CB350|TVS Apache RTR 160|Bajaj Pulsar NS200","Beam 3.0 auxiliary lights","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Turn Lights Olde",6.99,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/2024/10/07/049c56bb3e5fac8a5e90a62132749142.jpg","https://puigusa.com/uploads/1250x1000p/2024/10/07/049c56bb3e5fac8a5e90a62132749142.jpg","Turn Lights","","","new","Bajaj Pulsar NS200|Yamaha R15|Royal Enfield Classic 350","Olde style turn lights","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Open Turn Lights",52,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/600413/fotos/8997n.jpg","https://puigusa.com/uploads/1250x1000p/products/600413/fotos/8997n.jpg","Turn Lights","","","new","Honda CB350|Yamaha R15|KTM Duke 390","Open design turn lights","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Rear Paddock Stand for Conventional Swingarm FM1",149.99,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/10062918/fotos/22705n.jpg","https://puigusa.com/uploads/1250x1000p/products/10062918/fotos/22705n.jpg","Stands","","","discount","TVS Apache RTR 160|Royal Enfield Hunter 350|Royal Enfield Classic 350","Rear paddock stand FM1","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Stand for Single-Sided Swingarm ST1",130.99,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/10062906/fotos/22703n.jpg","https://puigusa.com/uploads/1250x1000p/products/10062906/fotos/22703n.jpg","Stands","","","discount","TVS Apache RTR 160|Honda CB350|Yamaha R15","Single-sided swingarm stand ST1","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Puig Hi-Tech Parts 60TH anniversary T-shirt",13,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1113166/fotos/20651n.jpg","https://puigusa.com/uploads/1250x1000p/products/1113166/fotos/20651n.jpg","Apparel","","","new","Royal Enfield Classic 350|Honda CB350|Royal Enfield Hunter 350","Puig 60th anniversary t-shirt","{}",false,0,"2026-03-02T20:53:40.630Z","2026-03-02T20:53:40.630Z"
"Bar Ends Sport",18.8,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1105772/fotos/21008n.jpg","https://puigusa.com/uploads/1250x1000p/products/1105772/fotos/21008n.jpg","Bar Ends","","","bestseller","Bajaj Pulsar NS200|KTM Duke 390|Honda CB350","Sport style bar ends","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Back mirror Hi-Tech V",60,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1109793/fotos/21618n3.jpg","https://puigusa.com/uploads/1250x1000p/products/1109793/fotos/21618n3.jpg","Mirrors","","","new","Royal Enfield Classic 350|Royal Enfield Hunter 350|Yamaha R15","Hi-Tech V rearview mirror","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Set mirror cover caps",21,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/10060905/fotos/22340n.jpg","https://puigusa.com/uploads/1250x1000p/products/10060905/fotos/22340n.jpg","Mirrors","","","discount","KTM Duke 390|Yamaha R15|Royal Enfield Hunter 350","Set of mirror cover caps","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Turn Lights Plate Supports Kit",12.9,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/600078/fotos/5329n.JPG","https://puigusa.com/uploads/1250x1000p/products/600078/fotos/5329n.JPG","Turn Lights","","","bestseller","KTM Duke 390|TVS Apache RTR 160|Honda CB350","Turn lights plate support kit","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Turn Lights Tab",35,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1110557/fotos/21749n.jpg","https://puigusa.com/uploads/1250x1000p/products/1110557/fotos/21749n.jpg","Turn Lights","","","discount","KTM Duke 390|Royal Enfield Classic 350|Royal Enfield Hunter 350","Tab style turn lights","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Flow Turn Signals",8.99,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/10062393/fotos/22599n.jpg","https://puigusa.com/uploads/1250x1000p/products/10062393/fotos/22599n.jpg","Turn Lights","","","discount","KTM Duke 390|Yamaha R15|Honda CB350","Flow LED turn signals","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Turn light Stick",83,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/600435/fotos/9555n2.jpg","https://puigusa.com/uploads/1250x1000p/products/600435/fotos/9555n2.jpg","Turn Lights","","","bestseller","Honda CB350|Royal Enfield Hunter 350|Royal Enfield Classic 350","Stick style turn light","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Resistances For Turn Lights Of Leds",12,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/600127/fotos/22607o.jpg","https://puigusa.com/uploads/1250x1000p/products/600127/fotos/22607o.jpg","Turn Lights","","","new","Royal Enfield Classic 350|Royal Enfield Hunter 350|KTM Duke 390","Resistors for LED turn lights","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"LED License Light MAT",8.86,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1097764/fotos/2555a.jpg","https://puigusa.com/uploads/1250x1000p/products/1097764/fotos/2555a.jpg","License Lights","","","bestseller","KTM Duke 390|Bajaj Pulsar NS200|Honda CB350","LED license light MAT","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Shoe Lever Protector",5,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/600211/fotos/5248n.jpg","https://puigusa.com/uploads/1250x1000p/products/600211/fotos/5248n.jpg","Accessories","","","discount","Royal Enfield Classic 350|Royal Enfield Hunter 350|Bajaj Pulsar NS200","Shoe lever protector","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"gloves",4,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1105036/fotos/20787n2.jpg","https://puigusa.com/uploads/1250x1000p/products/1105036/fotos/20787n2.jpg","Apparel","","","new","Honda CB350|Bajaj Pulsar NS200|KTM Duke 390","Motorcycle gloves merchandise","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Core Grips",16.39,"",0,0,0,"https://puigusa.com/uploads/350x250e/2024/09/27/mfalJfJVGMSCkgWYfVYMqg10cmWg1LqT7mnAV4VH.jpg","https://puigusa.com/uploads/350x250e/2024/09/27/mfalJfJVGMSCkgWYfVYMqg10cmWg1LqT7mnAV4VH.jpg","Grips","","","discount","Royal Enfield Classic 350|TVS Apache RTR 160|Royal Enfield Hunter 350","Core series handle grips","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Bar Ends Speed",17.54,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1105771/fotos/21013n.jpg","https://puigusa.com/uploads/1250x1000p/products/1105771/fotos/21013n.jpg","Bar Ends","","","new","KTM Duke 390|Royal Enfield Classic 350|Royal Enfield Hunter 350","Speed style bar ends","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Rearview Mirror F1.1",86,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1099243/fotos/017dn2.jpg","https://puigusa.com/uploads/1250x1000p/products/1099243/fotos/017dn2.jpg","Mirrors","","","discount","Honda CB350|Royal Enfield Classic 350|Bajaj Pulsar NS200","F1.1 racing mirror","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Back mirror move unit",24,"",0,0,0,"https://puigusa.com/uploads/350x250e/2024/12/05/yOz70BVAX6LaI2xyrfmqwarmv636sSSRuIp5Cp24.jpg","https://puigusa.com/uploads/350x250e/2024/12/05/yOz70BVAX6LaI2xyrfmqwarmv636sSSRuIp5Cp24.jpg","Mirrors","","","new","TVS Apache RTR 160|Royal Enfield Hunter 350|Royal Enfield Classic 350","Back mirror movement unit","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Front Brake liquid tank cover",19.8,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/600426/fotos/9275a.jpg","https://puigusa.com/uploads/1250x1000p/products/600426/fotos/9275a.jpg","Brake Accessories","","","discount","TVS Apache RTR 160|Royal Enfield Classic 350|Royal Enfield Hunter 350","Front brake fluid tank cover","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Buoy Turn Lights",94,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1096515/fotos/9947n.jpg","https://puigusa.com/uploads/1250x1000p/products/1096515/fotos/9947n.jpg","Turn Lights","","","bestseller","TVS Apache RTR 160|Bajaj Pulsar NS200|Honda CB350","Buoy style turn lights","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Thin 2.0. Turn Lights",31.3,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/10059986/fotos/22343n.jpg","https://puigusa.com/uploads/1250x1000p/products/10059986/fotos/22343n.jpg","Turn Lights","","","discount","KTM Duke 390|Honda CB350|TVS Apache RTR 160","Thin 2.0 LED turn lights","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Rear Aluminium Stand for Conventional Swingarm HL1",143.99,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/10062912/fotos/22704d.jpg","https://puigusa.com/uploads/1250x1000p/products/10062912/fotos/22704d.jpg","Stands","","","new","Honda CB350|KTM Duke 390|Yamaha R15","Rear aluminium stand HL1","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Off-Road Hydraulic",72,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/600322/fotos/6290n.jpg","https://puigusa.com/uploads/1250x1000p/products/600322/fotos/6290n.jpg","Stands","","","discount","Royal Enfield Classic 350|Royal Enfield Hunter 350|Yamaha R15","Off-road hydraulic stand","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Beanie Hat",3,"",0,0,0,"https://puigusa.com/uploads/1250x1000p/products/1113168/fotos/22058n3.jpg","https://puigusa.com/uploads/1250x1000p/products/1113168/fotos/22058n3.jpg","Apparel","","","discount","Yamaha R15|KTM Duke 390|Royal Enfield Hunter 350","Beanie hat merchandise","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
"Rearview Mirrors Caps with Turn Lights Tab",39,"",0,0,0,"https://puigusa.com/uploads/350x250e/2024/09/27/mIxGqal049HY0yt44oyOdwooSs6nsmdO2vyeifZi.jpg","https://puigusa.com/uploads/350x250e/2024/09/27/mIxGqal049HY0yt44oyOdwooSs6nsmdO2vyeifZi.jpg","Mirrors","","","new","Honda CB350|Bajaj Pulsar NS200|Yamaha R15","Mirror caps with turn light tabs","{}",false,0,"2026-03-02T20:53:40.631Z","2026-03-02T20:53:40.631Z"
